Coefficient;OTU;Phylum;Class;Order;Family;Genus;Value;Std.Error;DF;t-value;p-value;p.adjust;log10p;Change
Before;Otu000231;Firmicutes;unclassified;unclassified;unclassified;unclassified;-3.1634642;0.596314637;125;-5.305025244;4.95E-07;2.59E-05;4.586975147;Decreased
M6;Otu000231;Firmicutes;unclassified;unclassified;unclassified;unclassified;-1.790640619;0.573025318;125;-3.124889187;0.002211695;0.019700471;1.705523401;Decreased
Non Colonized;Otu000236;unclassified;unclassified;unclassified;unclassified;unclassified;-1.438738103;0.337700685;125;-4.260394389;3.98E-05;0.000912832;3.039609199;Decreased
Before;Otu000244;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Hafnia;-136.8697443;0.810502028;125;-168.8703292;2.23E-149;5.35E-146;145.2713449;Decreased
M12;Otu000244;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Hafnia;-136.5104071;0.887813894;125;-153.7601607;2.58E-144;3.11E-141;140.5079071;Decreased
M3;Otu000244;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Hafnia;-93.45623857;0.669562861;125;-139.5779904;4.32E-139;3.46E-136;135.4608651;Decreased
M6;Otu000244;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Hafnia;-97.64842138;0.701649634;125;-139.1697746;6.21E-139;3.73E-136;135.4278103;Decreased
M12;Otu000257;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.469451237;0.414121415;125;-3.548358486;0.000546817;0.006958179;2.157504411;Decreased
M3;Otu000257;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.335154751;0.374412371;125;-3.566000632;0.000514502;0.006588407;2.18121958;Decreased
Before;Otu000264;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-2.331537912;0.493483454;125;-4.724652655;6.10E-06;0.000222138;3.653377728;Decreased
M12;Otu000264;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.892399021;0.519567301;125;-3.642259661;0.000394441;0.005547544;2.255899256;Decreased
M6;Otu000264;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.290314415;0.477195524;125;-2.703953306;0.007806667;0.048639984;1.313006581;Decreased
Before;Otu000266;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;unclassified;-1.971756446;0.652293333;125;-3.022806377;0.003039128;0.024363674;1.613257223;Decreased
M6;Otu000266;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;unclassified;-1.677455641;0.577984966;125;-2.902247879;0.004380307;0.032148166;1.492843795;Decreased
M12;Otu000271;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;unclassified;-1.206021782;0.431797521;125;-2.79302618;0.00604381;0.039498272;1.403421907;Decreased
M12;Otu000276;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified;-2.082747159;0.612999894;125;-3.397630537;0.000912203;0.010251627;1.989207224;Decreased
M3;Otu000276;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified;-2.113913189;0.585981158;125;-3.607476382;0.000445484;0.00599232;2.222405026;Decreased
Before;Otu000279;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;-1.599866752;0.462164023;125;-3.461686054;0.000735311;0.00879812;2.055610143;Decreased
M12;Otu000279;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;-1.866061017;0.542625374;125;-3.438949054;0.000794042;0.009270244;2.032908843;Decreased
M6;Otu000279;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;-1.884659713;0.486109998;125;-3.877023144;0.000169885;0.002939381;2.531744117;Decreased
Before;Otu000283;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.379490387;0.386408975;125;-3.570026777;0.000507384;0.006588407;2.18121958;Decreased
M3;Otu000283;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.226380558;0.356521851;125;-3.439846828;0.000791641;0.009270244;2.032908843;Decreased
Non Colonized;Otu000289;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.466374745;0.364467058;125;-4.02333959;9.87E-05;0.001961647;2.707379173;Decreased
M12;Otu000291;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.198225942;0.319507826;125;-3.750224079;0.000268969;0.004105627;2.38662048;Decreased
M6;Otu000300;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.298813313;0.405405807;125;-3.20373633;0.001721417;0.016517248;1.782062312;Decreased
M12;Otu000305;Tenericutes;Mollicutes;RF9;unclassified;unclassified;-1.684578037;0.495123376;125;-3.402339939;0.000897947;0.01018661;1.991970313;Decreased
Before;Otu000312;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;-2.338751784;0.543234194;125;-4.305236694;3.34E-05;0.00083263;3.079547823;Decreased
M6;Otu000312;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;-1.691032005;0.549015898;125;-3.080114821;0.002544878;0.021475201;1.668062761;Decreased
M6;Otu000316;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;-1.402998892;0.454140932;125;-3.089346928;0.002472594;0.021183953;1.67399299;Decreased
Before;Otu000339;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.003937919;0.372551662;125;-2.694761619;0.008012883;0.049340695;1.30679474;Decreased
Before;Otu000340;Tenericutes;Mollicutes;RF9;unclassified;unclassified;-4.706464196;0.729578897;125;-6.450932471;2.21E-09;2.12E-07;6.672887066;Decreased
M12;Otu000349;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.103272813;0.385822891;125;-2.859531766;0.004973245;0.034369699;1.463824269;Decreased
M3;Otu000349;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-0.983878795;0.329901119;125;-2.982344526;0.003439903;0.026686992;1.573700368;Decreased
M6;Otu000349;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.457262687;0.368106974;125;-3.958802167;0.00012562;0.002306585;2.637030611;Decreased
Non Colonized;Otu000357;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.451756368;0.339732796;125;-4.273229981;3.78E-05;0.000901664;3.044955066;Decreased
Before;Otu000368;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.523646764;0.440695888;125;-3.457365508;0.000746147;0.008839818;2.053556681;Decreased
M12;Otu000368;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.533674144;0.497012396;125;-3.085786506;0.002500243;0.021322991;1.671151874;Decreased
M3;Otu000368;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.531337921;0.451580167;125;-3.391065495;0.000932431;0.010381932;1.983721821;Decreased
M6;Otu000368;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-2.328136151;0.505305888;125;-4.607379818;9.91E-06;0.000313487;3.503780499;Decreased
M12;Otu000373;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Allisonella;-1.526729734;0.486306115;125;-3.139441778;0.002112433;0.019099249;1.718983708;Decreased
M6;Otu000383;Tenericutes;Mollicutes;RF9;unclassified;unclassified;-2.040359853;0.605622618;125;-3.36902849;0.00100345;0.010919894;1.961781591;Decreased
Non Colonized;Otu000385;Firmicutes;Clostridia;Clostridiales;Family_XI;Finegoldia;-1.394465875;0.462843464;125;-3.012823952;0.003133788;0.024891524;1.603948504;Decreased
M12;Otu000386;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;-1.575752679;0.495602298;125;-3.179470082;0.001860325;0.01761449;1.754129929;Decreased
M3;Otu000386;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;-1.199481244;0.382810274;125;-3.133356982;0.002153423;0.01932456;1.713890396;Decreased
M12;Otu000397;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Sporobacter;-1.662833288;0.410804525;125;-4.04774823;9.00E-05;0.001834858;2.73639748;Decreased
M3;Otu000397;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Sporobacter;-1.607303547;0.373015008;125;-4.308951414;3.29E-05;0.00083263;3.079547823;Decreased
M6;Otu000397;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Sporobacter;-2.049756385;0.421455248;125;-4.863520842;3.40E-06;0.000131774;3.880169464;Decreased
Before;Otu000402;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;-1.537153284;0.467829777;125;-3.285710658;0.001320352;0.013398506;1.87294361;Decreased
M12;Otu000402;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;-2.884656019;0.576842792;125;-5.000766339;1.89E-06;7.82E-05;4.10658037;Decreased
M3;Otu000402;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;-2.61227205;0.504354408;125;-5.179437335;8.65E-07;4.08E-05;4.388950548;Decreased
M6;Otu000402;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;-1.247202163;0.416496967;125;-2.99450479;0.003314613;0.025881959;1.587002862;Decreased
Before;Otu000408;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.650747368;0.476299345;125;-3.465777111;0.000725186;0.008723202;2.059324085;Decreased
M12;Otu000408;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.88542112;0.519625818;125;-3.628420789;0.000414048;0.005789455;2.237362331;Decreased
M3;Otu000408;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.654798974;0.451581064;125;-3.664456075;0.000364814;0.005253764;2.279529454;Decreased
M6;Otu000408;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.742641584;0.437699387;125;-3.981366291;0.000115494;0.002203804;2.656826955;Decreased
M3;Otu000428;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-3.199068365;0.576448192;125;-5.549619916;1.63E-07;9.83E-06;5.007529131;Decreased
M12;Otu000436;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-2.058831093;0.574880956;125;-3.581317262;0.000487916;0.006412228;2.19299105;Decreased
Non Colonized;Otu000442;Firmicutes;Clostridia;Clostridiales;Family_XIII;unclassified;-0.725117237;0.25331397;125;-2.862523681;0.004929436;0.034263853;1.465163798;Decreased
M12;Otu000449;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-2.048130962;0.439716398;125;-4.657845304;8.05E-06;0.000268762;3.570632403;Decreased
M6;Otu000449;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-0.754165019;0.202252791;125;-3.728823796;0.000290355;0.004364396;2.360075848;Decreased
Before;Otu000458;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Sporobacter;-1.081942962;0.348919341;125;-3.100839751;0.002385266;0.020784651;1.68225726;Decreased
Before;Otu000467;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;-2.483191768;0.479459783;125;-5.179145064;8.66E-07;4.08E-05;4.388950548;Decreased
M12;Otu000467;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;-4.696506888;0.6784561;125;-6.922344549;2.06E-10;2.48E-08;7.605411086;Decreased
M3;Otu000467;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;-3.053339178;0.524455412;125;-5.821923286;4.61E-08;3.17E-06;5.499143349;Decreased
M6;Otu000467;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;-1.908146391;0.477510419;125;-3.996030907;0.000109336;0.002104051;2.676943706;Decreased
M3;Otu000482;unclassified;unclassified;unclassified;unclassified;unclassified;-1.648328177;0.570639312;125;-2.888564006;0.004562792;0.032708136;1.485344208;Decreased
M3;Otu000493;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;unclassified;-1.029867452;0.35563447;125;-2.895859484;0.004464652;0.032148166;1.492843795;Decreased
Before;Otu000508;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-3.186063524;0.505408337;125;-6.303939394;4.55E-09;3.78E-07;6.42305673;Decreased
M12;Otu000508;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-2.953195576;0.520923202;125;-5.669157308;9.42E-08;5.86E-06;5.232070337;Decreased
M3;Otu000508;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.914209313;0.435874028;125;-4.391657203;2.37E-05;0.000644764;3.190599027;Decreased
M6;Otu000508;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-2.075947052;0.469580185;125;-4.420857431;2.11E-05;0.000597064;3.223978834;Decreased
Before;Otu000521;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;-2.278059841;0.669125477;125;-3.404533111;0.000891379;0.010160029;1.99310505;Decreased
M6;Otu000543;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;unclassified;-1.291142227;0.419895542;125;-3.074912922;0.002586464;0.021674029;1.664060357;Decreased
M3;Otu000545;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.123535471;0.39917452;125;-2.814647267;0.005674675;0.037700533;1.423652514;Decreased
Non Colonized;Otu000584;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.168859318;0.357349239;125;-3.270915926;0.001385585;0.013942813;1.855649605;Decreased
Before;Otu000587;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.601618709;0.386016613;125;-4.149092697;6.12E-05;0.001302933;2.885077987;Decreased
M12;Otu000587;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.452713904;0.4274453;125;-3.398596038;0.000909263;0.010251627;1.989207224;Decreased
M3;Otu000587;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.602232018;0.359138783;125;-4.461317162;1.79E-05;0.000514153;3.28890796;Decreased
M6;Otu000587;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.893614588;0.396113278;125;-4.780487535;4.82E-06;0.000178524;3.74830395;Decreased
M3;Otu000605;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Incertae_Sedis;-2.27293474;0.803440733;125;-2.829001129;0.005441105;0.036655061;1.435866057;Decreased
Before;Otu000626;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;-2.863057994;0.585888917;125;-4.886690822;3.08E-06;0.000123385;3.908738618;Decreased
Before;Otu000639;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;-1.769503956;0.617325762;125;-2.866402254;0.004873169;0.034025956;1.468189661;Decreased
M3;Otu000643;Firmicutes;Clostridia;unclassified;unclassified;unclassified;-2.053882973;0.727490579;125;-2.823243397;0.005533721;0.037098573;1.430642793;Decreased
Non Colonized;Otu000649;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.304850055;0.454643166;125;-2.870053162;0.004820743;0.033916658;1.469586951;Decreased
Before;Otu000689;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;-1.186187959;0.387433594;125;-3.061654898;0.002695314;0.022352515;1.650673609;Decreased
M12;Otu000706;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-2.524954153;0.783940086;125;-3.220850928;0.00162932;0.015993942;1.796044486;Decreased
M3;Otu000709;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;unclassified;-1.147870967;0.376984736;125;-3.044873858;0.002839161;0.02319805;1.634548511;Decreased
Non Colonized;Otu000725;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;-1.015121496;0.372754598;125;-2.723297044;0.007388327;0.046814931;1.329615615;Decreased
M12;Otu000726;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.675254497;0.593432176;125;-2.822992357;0.005537791;0.037098573;1.430642793;Decreased
Before;Otu000744;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;-1.266504174;0.459682237;125;-2.755173188;0.006743159;0.043478009;1.361730351;Decreased
M12;Otu000744;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;-2.892747334;0.860625487;125;-3.361215046;0.001029825;0.01100768;1.958304213;Decreased
Non Colonized;Otu000778;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor;-0.93129175;0.27853173;125;-3.343575073;0.001091776;0.011466027;1.940587034;Decreased
M6;Otu000782;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Incertae_Sedis;-2.124831072;0.685094577;125;-3.101514947;0.002380225;0.020784651;1.68225726;Decreased
Before;Otu000795;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.322777624;0.334139366;125;-3.958760205;0.000125639;0.002306585;2.637030611;Decreased
M12;Otu000795;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-2.79336551;0.550605188;125;-5.073264054;1.38E-06;6.14E-05;4.212163274;Decreased
M3;Otu000795;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.207056892;0.323979969;125;-3.725714576;0.000293593;0.004385658;2.357965266;Decreased
Non Colonized;Otu000824;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Incertae_Sedis;-1.783632733;0.405131214;125;-4.402605058;2.27E-05;0.000634758;3.197391956;Decreased
Before;Otu000848;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.537305592;0.494476191;125;-3.108957762;0.002325312;0.020636075;1.685372899;Decreased
M12;Otu000848;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-2.156263254;0.588353525;125;-3.664910912;0.00036423;0.005253764;2.279529454;Decreased
M6;Otu000848;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.729117545;0.52508841;125;-3.293002688;0.001289265;0.013138488;1.881454613;Decreased
Non Colonized;Otu000966;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.353905409;0.483860878;125;-2.798129526;0.005954759;0.039022334;1.408686764;Decreased
Before;Otu000981;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;-1.295814797;0.476132376;125;-2.721543132;0.007425402;0.046814931;1.329615615;Decreased
Before;Otu000996;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenella;-1.500328831;0.411857088;125;-3.642838434;0.00039364;0.005547544;2.255899256;Decreased
Before;Otu000005;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;1.128066041;0.339537137;125;3.322364234;0.001170884;0.012085735;1.917726945;Increased
M12;Otu000005;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;1.158369662;0.381690315;125;3.034841644;0.002928512;0.023714047;1.624994325;Increased
Before;Otu000006;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;0.999503941;0.370036849;125;2.701092995;0.007870316;0.048785322;1.311710827;Increased
M12;Otu000006;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;2.362076668;0.411315284;125;5.74273984;6.68E-08;4.35E-06;5.36200959;Increased
M3;Otu000006;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;1.48073833;0.355405066;125;4.166339967;5.73E-05;0.001237796;2.907350932;Increased
M6;Otu000006;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;1.379585756;0.367711981;125;3.751810729;0.000267445;0.004105627;2.38662048;Increased
Non Colonized;Otu000008;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;0.799236194;0.215945582;125;3.701100007;0.000320463;0.004699469;2.327951199;Increased
Non Colonized;Otu000011;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;0.514920547;0.18582556;125;2.770988805;0.00644246;0.041763117;1.379207098;Increased
Non Colonized;Otu000028;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;3.898254893;0.968639204;125;4.024465329;9.83E-05;0.001961647;2.707379173;Increased
M12;Otu000033;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;1.169920142;0.326465499;125;3.583595038;0.000484075;0.006396701;2.194043921;Increased
Non Colonized;Otu000040;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;1.854980066;0.46411879;125;3.996778642;0.00010903;0.002104051;2.676943706;Increased
M12;Otu000043;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;1.561417188;0.24590354;125;6.349714145;3.64E-09;3.24E-07;6.489531638;Increased
M3;Otu000043;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;1.064719132;0.242124034;125;4.397412003;2.32E-05;0.000640592;3.193418754;Increased
M12;Otu000046;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;2.02865497;0.705200546;125;2.876706464;0.004726529;0.033631072;1.473259283;Increased
Non Colonized;Otu000048;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;1.320530527;0.418586476;125;3.154737677;0.002012568;0.018544928;1.731774857;Increased
Non Colonized;Otu000049;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;0.662566488;0.152299615;125;4.35041474;2.79E-05;0.000738143;3.131859298;Increased
Non Colonized;Otu000050;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;1.121348161;0.386686387;125;2.89989045;0.00441126;0.032148166;1.492843795;Increased
Before;Otu000054;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7;unclassified;2.907538239;0.355182128;125;8.186048808;2.65E-13;5.32E-11;10.27408603;Increased
M12;Otu000054;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7;unclassified;2.036874005;0.367478828;125;5.54283363;1.69E-07;9.89E-06;5.004738204;Increased
M3;Otu000054;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7;unclassified;2.524544734;0.359646973;125;7.019507808;1.25E-10;1.68E-08;7.775599905;Increased
M6;Otu000054;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7;unclassified;3.000506726;0.353650566;125;8.484382642;5.25E-14;1.15E-11;10.93997778;Increased
M12;Otu000056;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinivibrio;2.116202035;0.660632246;125;3.203298124;0.001723838;0.016517248;1.782062312;Increased
M3;Otu000056;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinivibrio;1.911021034;0.552645029;125;3.457953904;0.000744662;0.008839818;2.053556681;Increased
M12;Otu000065;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;1.152369777;0.416939592;125;2.763877067;0.00657613;0.042515037;1.371457442;Increased
M3;Otu000068;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.251990744;0.354029629;125;3.536401028;0.000569798;0.007174678;2.144197577;Increased
M12;Otu000072;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.480979035;0.471135905;125;3.143422139;0.002086012;0.018931541;1.722814028;Increased
Non Colonized;Otu000075;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Coprobacter;0.904469748;0.335688399;125;2.694372972;0.00802171;0.049340695;1.30679474;Increased
Non Colonized;Otu000076;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella;0.890924846;0.312156961;125;2.854092518;0.005053804;0.034826359;1.458091923;Increased
Before;Otu000080;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.410664274;0.493016776;125;2.861290612;0.004947448;0.034289951;1.464833129;Increased
M12;Otu000080;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;2.568217043;0.546993302;125;4.695152632;6.89E-06;0.000233488;3.631735675;Increased
M3;Otu000080;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.925965613;0.484440574;125;3.975648858;0.000117983;0.002216795;2.65427437;Increased
M6;Otu000080;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.752744922;0.485909128;125;3.607145494;0.000445998;0.00599232;2.222405026;Increased
Non Colonized;Otu000081;Bacteroidetes;Bacteroidia;Bacteroidales;unclassified;unclassified;1.298540778;0.435845238;125;2.979362086;0.003471291;0.026757872;1.572548434;Increased
M6;Otu000087;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;unclassified;2.452616494;0.57255925;125;4.283602952;3.63E-05;0.000882737;3.054168553;Increased
Before;Otu000088;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;4.750781393;0.536052613;125;8.862528184;6.60E-15;1.59E-12;11.79910296;Increased
M12;Otu000088;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;2.883966153;0.748279499;125;3.854129584;0.000184723;0.003055235;2.514955324;Increased
M3;Otu000088;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;4.528528398;0.564688591;125;8.019514591;6.51E-13;1.20E-10;9.919029822;Increased
M6;Otu000088;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;5.69125222;0.553862178;125;10.27557477;2.50E-18;8.59E-16;15.06606622;Increased
M12;Otu000094;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.181602427;0.333362917;125;3.544492705;0.000554149;0.007014366;2.154011596;Increased
Non Colonized;Otu000096;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;1.83826174;0.433057636;125;4.24484315;4.23E-05;0.000959241;3.018072378;Increased
Non Colonized;Otu000100;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;0.898652534;0.271589092;125;3.308868287;0.001223976;0.012579753;1.900327869;Increased
Non Colonized;Otu000103;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;0.924552538;0.312100502;125;2.962355176;0.003655374;0.027908491;1.554263642;Increased
M12;Otu000104;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;1.765047104;0.447756814;125;3.941977089;0.000133716;0.002382117;2.623036862;Increased
M3;Otu000104;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;1.524303668;0.417408998;125;3.651822736;0.000381408;0.005443393;2.264130297;Increased
M6;Otu000104;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;2.691128416;0.418225458;125;6.434635593;2.39E-09;2.21E-07;6.654910531;Increased
Non Colonized;Otu000107;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;0.972397578;0.354940224;125;2.739609413;0.007051478;0.044983567;1.346946111;Increased
M3;Otu000109;Firmicutes;unclassified;unclassified;unclassified;unclassified;0.863868899;0.251119602;125;3.440069567;0.000791047;0.009270244;2.032908843;Increased
M6;Otu000111;unclassified;unclassified;unclassified;unclassified;unclassified;1.403800664;0.460576612;125;3.047919994;0.002812534;0.023085813;1.636654819;Increased
Non Colonized;Otu000116;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Incertae_Sedis;1.005738692;0.348240008;125;2.888061882;0.004569619;0.032708136;1.485344208;Increased
Before;Otu000117;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;1.715850968;0.52751831;125;3.252685139;0.001470105;0.014609931;1.835351827;Increased
M12;Otu000117;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;1.95302258;0.584383973;125;3.342019408;0.001097403;0.01147502;1.940246538;Increased
